Id,Label,name,Degree
n1229,Monica Olcina,Monica Olcina,16
n1230,An-Jia Han,An-Jia Han,20
n1231,Dan Liao,Dan Liao,20
n1232,Fen Wang,Fen Wang,20
n1233,Hui-Juan Shi,Hui-Juan Shi,20
n1234,Jianjun Tang,Jianjun Tang,20
n1235,Jingying Cao,Jingying Cao,20
n1236,Kaishun Hu,Kaishun Hu,20
n1237,Li Wang,Li Wang,20
n1238,Li Zhong,Li Zhong,20
n1239,Ru-Hua Zhang,Ru-Hua Zhang,20
n1240,Sheng-Ping Li,Sheng-Ping Li,20
n1241,Shuangbing Xu,Shuangbing Xu,20
n1242,Tingmei Duan,Tingmei Duan,20
n1243,Wenjing Wu,Wenjing Wu,20
n1244,Wu-Guo Deng,Wu-Guo Deng,20
n1245,Xiaobin Lv,Xiaobin Lv,20
n1246,Yi Sang,Yi Sang,20
n1247,Aziz Sancar,Aziz Sancar,4
n1248,Lakshmi Akileswaran,Lakshmi Akileswaran,4
n1249,Nuri Ozturk,Nuri Ozturk,4
n1250,Russell Van Gelder,Russell Van Gelder,4
n1251,John Maris,John Maris,1
n1252,Jiafang Fu,Jiafang Fu,7
n1253,Jin Hou,Jin Hou,7
n1254,Lei Chen,Lei Chen,7
n1255,Liangyu Liu,Liangyu Liu,7
n1256,Mingpeng Wang,Mingpeng Wang,7
n1257,Xiaoming Bao,Xiaoming Bao,7
n1258,Yu Shen,Yu Shen,7
n1259,Christian Beisel,Christian Beisel,7
n1260,Daniel Hess,Daniel Hess,7
n1261,Moritz Gerstung,Moritz Gerstung,7
n1262,Niko Beerenwinkel,Niko Beerenwinkel,7
n1263,Renato Paro,Renato Paro,7
n1264,Tobias Kockmann,Tobias Kockmann,7
n1265,Tommy Schlumpf,Tommy Schlumpf,7
n1266,Jihong Chen,Jihong Chen,1
n1267,Guifang Zhao,Guifang Zhao,2
n1268,Anne Oyan,Anne Oyan,20
n1269,Antje Krohn,Antje Krohn,20
n1270,Camilla Krakstad,Camilla Krakstad,20
n1271,Elisabeth Wik,Elisabeth Wik,20
n1272,Even Birkeland,Even Birkeland,20
n1273,Frederik Holst,Frederik Holst,20
n1274,Helga Salvesen,Helga Salvesen,20
n1275,Henrica Werner,Henrica Werner,20
n1276,Ingunn Stefansson,Ingunn Stefansson,20
n1277,Jill Mesirov,Jill Mesirov,20
n1278,Jone Trovik,Jone Trovik,20
n1279,Karl Kalland,Karl Kalland,20
n1280,Lars Akslen,Lars Akslen,20
n1281,Maria Raeder,Maria Raeder,20
n1282,Pablo Tamayo,Pablo Tamayo,20
n1283,Ronald Simon,Ronald Simon,20
n1284,Shyemaa Shehata,Shyemaa Shehata,20
n1285,Susan Moody,Susan Moody,20
n1286,Ding-Ding Wang,Ding-Ding Wang,5
n1287,Fen Guo,Fen Guo,5
n1288,Pi-Rong Lin,Pi-Rong Lin,5
n1289,Tian-Hong Zhou,Tian-Hong Zhou,5
n1290,Xian-Li Su,Xian-Li Su,5
n1291,Robert Schneider,Robert Schneider,1
n1292,A-Young Lee,A-Young Lee,4
n1293,Hong Zhang,Hong Zhang,4
n1294,Hsien-Tsung Lai,Hsien-Tsung Lai,4
n1295,Binyamin Berkovits,Binyamin Berkovits,1
n1296,A Bibonne,A Bibonne,5
n1297,C Leclerc,C Leclerc,5
n1298,I Néant,I Néant,5
n1299,J Batut,J Batut,5
n1300,M Moreau,M Moreau,5
n1301,De-Shen Wang,De-Shen Wang,9
n1302,Dong-Liang Chen,Dong-Liang Chen,9
n1303,Fan He,Fan He,9
n1304,Feng Wang,Feng Wang,9
n1305,Hui-Yan Luo,Hui-Yan Luo,9
n1306,Kai-Shun Hu,Kai-Shun Hu,9
n1307,Rui-Hua Xu,Rui-Hua Xu,9
n1308,Wen-Jing Wu,Wen-Jing Wu,9
n1309,Zhao-Lei Zeng,Zhao-Lei Zeng,9
n1310,Ballachanda Devaiah,Ballachanda Devaiah,1
n1311,A Gout,A Gout,12
n1312,A Murch,A Murch,12
n1313,E Baker,E Baker,12
n1314,K Carter,K Carter,12
n1315,K Thompson-Wicking,K Thompson-Wicking,12
n1316,M Phillips,M Phillips,12
n1317,M Welch,M Welch,12
n1318,R Francis,R Francis,12
n1319,Ann Hoffman,Ann Hoffman,14
n1320,Hang Zeng,Hang Zeng,14
n1321,Julie Demartino,Julie Demartino,14
n1322,Shannon Hamilton,Shannon Hamilton,14
n1323,Yonglin Ren,Yonglin Ren,22
n1324,Alexander Borowsky,Alexander Borowsky,6
n1325,Allen Gao,Allen Gao,6
n1326,Ping Yang,Ping Yang,6
n1327,Yuzhuo Wang,Yuzhuo Wang,6
n1328,B Mijatov,B Mijatov,12
n1329,C Cullinane,C Cullinane,12
n1330,D Gunatilake,D Gunatilake,12
n1331,G McArthur,G McArthur,12
n1332,G Pupo,G Pupo,12
n1333,H Rizos,H Rizos,12
n1334,J Tiffen,J Tiffen,12
n1335,K Gowrishankar,K Gowrishankar,12
n1336,L Jin,L Jin,12
n1337,N Smithers,N Smithers,12
n1338,P Hersey,P Hersey,12
n1339,Alison McBride,Alison McBride,8
n1340,Kui Shen,Kui Shen,2
n1341,Jun Wu,Jun Wu,3
n1342,Rong-diao Liu,Rong-diao Liu,3
n1343,Rui Shao,Rui Shao,3
n1344,Jason Hornick,Jason Hornick,7
n1345,Ranran Wang,Ranran Wang,7
n1346,Susan Janicki,Susan Janicki,7
n1347,Caroline Demeret,Caroline Demeret,1
n1348,Aki Ohkubo,Aki Ohkubo,6
n1349,Fumihiko Tanioka,Fumihiko Tanioka,6
n1350,Haruhiko Sugimura,Haruhiko Sugimura,6
n1351,Hiroshi Minato,Hiroshi Minato,6
n1352,Ippei Ohnishi,Ippei Ohnishi,6
n1353,Nobuya Kurabe,Nobuya Kurabe,6
n1354,C-Y Hung,C-Y Hung,8
n1355,J-J Hung,J-J Hung,8
n1356,P-C Liao,P-C Liao,8
n1357,P-S Lu,P-S Lu,8
n1358,S-C Lin,S-C Lin,8
n1359,T-I Hsu,T-I Hsu,8
n1360,W-C Chang,W-C Chang,8
n1361,W-C Su,W-C Su,8
n1362,Hideaki Ogiwara,Hideaki Ogiwara,4
n1363,Napapat Amornwichet,Napapat Amornwichet,4
n1364,Takahiro Oike,Takahiro Oike,4
n1365,Takashi Kohno,Takashi Kohno,4
n1366,Brandon Crowe,Brandon Crowe,11
n1367,Julia DiFiore,Julia DiFiore,11
n1368,Mark Foster,Mark Foster,11
n1369,Nikoloz Shkriabai,Nikoloz Shkriabai,11
n1370,Augusto Cattaneo,Augusto Cattaneo,9
n1371,Eleonora Pisa,Eleonora Pisa,9
n1372,Elvio De Fiori,Elvio De Fiori,9
n1373,Fausto Maffini,Fausto Maffini,9
n1374,Giuseppe Viale,Giuseppe Viale,9
n1375,Massimo Barberis,Massimo Barberis,9
n1376,Michael Cameron,Michael Cameron,12
n1377,Michela Manzotti,Michela Manzotti,9
n1378,Amy Campbell,Amy Campbell,24
n1379,Chen Shen,Chen Shen,24
n1380,Christian Haslinger,Christian Haslinger,24
n1381,Cinthya Zepeda-Mendoza,Cinthya Zepeda-Mendoza,24
n1382,David Spector,David Spector,24
n1383,Eric Wang,Eric Wang,24
n1384,Fatih Mercan,Fatih Mercan,24
n1385,Gerd Blobel,Gerd Blobel,24
n1386,Jae-Seok Roe,Jae-Seok Roe,24
n1387,Jessica Minder,Jessica Minder,24
n1388,Joseph Milazzo,Joseph Milazzo,24
n1389,Jude Kendall,Jude Kendall,24
n1390,Junwei Shi,Junwei Shi,24
n1391,Melanie Eckersley-Maslin,Melanie Eckersley-Maslin,24
n1392,Michael Wigler,Michael Wigler,24
n1393,Ming Yu,Ming Yu,24
n1394,Robert Roeder,Robert Roeder,24
n1395,Sarah Shareef,Sarah Shareef,24
n1396,Shinpei Kawaoka,Shinpei Kawaoka,24
n1397,Warren Whyte,Warren Whyte,24
n1398,Dan Chen,Dan Chen,7
n1399,Dong Kang,Dong Kang,7
n1400,Hans Luecke,Hans Luecke,7
n1401,Moon Jang,Moon Jang,8
n1402,Nozomi Sakakibara,Nozomi Sakakibara,7
n1403,Allen Bosley,Allen Bosley,20
n1404,Anup Day,Anup Day,20
n1405,Dave Lugo,Dave Lugo,20
n1406,Dominic Esposito,Dominic Esposito,20
n1407,Farhoud Faraji,Farhoud Faraji,20
n1408,Josephine Wu,Josephine Wu,20
n1409,Jude Alsarraj,Jude Alsarraj,20
n1410,Katherine Mattaini,Katherine Mattaini,20
n1411,Kent Hunter,Kent Hunter,20
n1412,Kevin Gardner,Kevin Gardner,20
n1413,Mia Williams,Mia Williams,20
n1414,Ngoc-Han Ha,Ngoc-Han Ha,20
n1415,Nigel Crawford,Nigel Crawford,20
n1416,Renard Walker,Renard Walker,20
n1417,Thomas Geiger,Thomas Geiger,20
n1418,Thorkell Andresson,Thorkell Andresson,20
n1419,Tyler Merlino,Tyler Merlino,20
n1420,Carlos Bacchi,Carlos Bacchi,3
n1421,Letícia Menezes,Letícia Menezes,3
n1422,Paulo Salles,Paulo Salles,3
n1423,Christiane Ritter,Christiane Ritter,10
n1424,Heiko Adler,Heiko Adler,10
n1425,Jan Hellert,Jan Hellert,10
n1426,Jessica Rückert,Jessica Rückert,10
n1427,Joern Krausze,Joern Krausze,10
n1428,Marcel Pietrek,Marcel Pietrek,10
n1429,Roman Fedorov,Roman Fedorov,10
n1430,Thorsten Lührs,Thorsten Lührs,10
n1431,Hannah Woodward,Hannah Woodward,9
n1432,Lewis Vidler,Lewis Vidler,9
n1433,Michael Tomsett,Michael Tomsett,9
n1434,Nathan Brown,Nathan Brown,9
n1435,Elisabeth Martinez,Elisabeth Martinez,1
n1436,Christopher Bakkenist,Christopher Bakkenist,1
n1437,Edward Kreider,Edward Kreider,4
n1438,Erle Robertson,Erle Robertson,4
n1439,Jie Lu,Jie Lu,4
n1440,Qiliang Cai,Qiliang Cai,4
n1441,Alain Daugan,Alain Daugan,23
n1442,Catherine Clément,Catherine Clément,23
n1443,Chun-wa Chung,Chun-wa Chung,23
n1444,Edwige Nicodème,Edwige Nicodème,23
n1445,Iain Uings,Iain Uings,23
n1446,Jacqueline Mordaunt,Jacqueline Mordaunt,23
n1447,Jean-Marie Brusq,Jean-Marie Brusq,23
n1448,Jérôme Toum,Jérôme Toum,23
n1449,Mélanie Barnathan,Mélanie Barnathan,23
n1450,Miriam Crowe,Miriam Crowe,23
n1451,Myriam Ajakane,Myriam Ajakane,23
n1452,Olivier Pineau,Olivier Pineau,23
n1453,Phillip Jeffrey,Phillip Jeffrey,23
n1454,Richard Grimes,Richard Grimes,23
n1455,Dashyant Dhanak,Dashyant Dhanak,18
n1456,Gopinath Ganji,Gopinath Ganji,18
n1457,Karen Kennedy-Wilson,Karen Kennedy-Wilson,18
n1458,Kimberly Smitheman,Kimberly Smitheman,18
n1459,Kurt Auger,Kurt Auger,18
n1460,Lydia Sanchez,Lydia Sanchez,18
n1461,Michael McCabe,Michael McCabe,18
n1462,Peter Craggs,Peter Craggs,18
n1463,Romain Gosmini,Romain Gosmini,39
n1464,Ali Johnson,Ali Johnson,6
n1465,Daniel Mar,Daniel Mar,6
n1466,Karol Bomsztyk,Karol Bomsztyk,6
n1467,Michal Mikula,Michal Mikula,6
n1468,Oleg Denisenko,Oleg Denisenko,6
n1469,Richard Zager,Richard Zager,6
n1470,Giuseppe Coppotelli,Giuseppe Coppotelli,4
n1471,Maria Masucci,Maria Masucci,4
n1472,Nouman Mughal,Nouman Mughal,4
n1473,Simone Callegari,Simone Callegari,4
n1474,Gil Diamant,Gil Diamant,1
n1475,A Aserlind,A Aserlind,12
n1476,A Grayson,A Grayson,12
n1477,C French,C French,12
n1478,E Walsh,E Walsh,12
n1479,G Evan,G Evan,12
n1480,H Wang,H Wang,12
n1481,J Ambrose,J Ambrose,12
n1482,J Aster,J Aster,12
n1483,J Godec,J Godec,12
n1484,M Cameron,M Cameron,12
n1485,M Kluk,M Kluk,12
n1486,Angeliki Thanasopoulou,Angeliki Thanasopoulou,16
n1487,Brendan O'Sullivan,Brendan O'Sullivan,16
n1488,Dafydd Owen,Dafydd Owen,16
n1489,David Da Costa,David Da Costa,16
n1490,Juerg Schwaller,Juerg Schwaller,16
n1491,Paul Fish,Paul Fish,16
n1492,Philippe Taniere,Philippe Taniere,16
n1493,Anirban Bhar,Anirban Bhar,5
n1494,Anirban Mukhopadhyay,Anirban Mukhopadhyay,5
n1495,Edgar Wingender,Edgar Wingender,5
n1496,Martin Haubrock,Martin Haubrock,5
n1497,Sanghamitra Bandyopadhyay,Sanghamitra Bandyopadhyay,5
n1498,Carol Prives,Carol Prives,1
n1499,Daria Hazuda,Daria Hazuda,1
n1500,Christina Michailidi,Christina Michailidi,16
n1501,Cynthia LeBron,Cynthia LeBron,16
n1502,David Sidransky,David Sidransky,16
n1503,Enrico Munari,Enrico Munari,16
n1504,George Netto,George Netto,16
n1505,Leonel Maldonado,Leonel Maldonado,16
n1506,Leslie Cope,Leslie Cope,16
n1507,Maartje Noordhuis,Maartje Noordhuis,16
n1508,Mariana Brait,Mariana Brait,16
n1509,Mohammad Hoque,Mohammad Hoque,16
n1510,Nilda Gonzalez-Roibon,Nilda Gonzalez-Roibon,16
n1511,Paola Parrella,Paola Parrella,16
n1512,Patrick Ha,Patrick Ha,16
n1513,Rafael Guerrero-Preston,Rafael Guerrero-Preston,16
n1514,Shahnaz Begum,Shahnaz Begum,16
n1515,Tanusree Sen,Tanusree Sen,16
n1516,Alan Epstein,Alan Epstein,8
n1517,Anusuya Mokashi,Anusuya Mokashi,8
n1518,Carolina Megiel,Carolina Megiel,8
n1519,Clive Taylor,Clive Taylor,8
n1520,Julie Jang,Julie Jang,8
n1521,Leendert Looijenga,Leendert Looijenga,8
n1522,Melissa Lechner,Melissa Lechner,8
n1523,Honggang Liu,Honggang Liu,4
n1524,Wei Fang,Wei Fang,4
n1525,Yves Collette,Yves Collette,10
n1526,Zheng Zhang,Zheng Zhang,17
n1527,Yuyang Tang,Yuyang Tang,11
n1528,Y Tang,Y Tang,10
n1529,Vladimir Amani,Vladimir Amani,12
n1530,Zhen Zhao,Zhen Zhao,15
n1531,Y-W Cheng,Y-W Cheng,6
n1532,S Börno,S Börno,9
n1533,Younis Khan,Younis Khan,3
n1534,Zhaohui Qin,Zhaohui Qin,17
n1535,Yingxin Zhao,Yingxin Zhao,11
n1536,Martine Berreur,Martine Berreur,9
n1537,Shawn Gillespie,Shawn Gillespie,26
n1538,Mario Zurita,Mario Zurita,2
n1539,Peter Valent,Peter Valent,1
n1540,U Kees,U Kees,17
n1541,Volker Badock,Volker Badock,10
n1542,Trent Fowler,Trent Fowler,8
n1543,Wu Zheng,Wu Zheng,9
n1544,Suhu Liu,Suhu Liu,10
n1545,Warren Fiskus,Warren Fiskus,14
n1546,Sona Budhiraja,Sona Budhiraja,1
n1547,Timothy Chevassut,Timothy Chevassut,3
n1548,Stephen Sallan,Stephen Sallan,12
n1549,Stefano Monti,Stefano Monti,15
n1550,Wanda Blanton,Wanda Blanton,3
n1551,Yujie Tang,Yujie Tang,24
n1552,Nancie Archin,Nancie Archin,1
n1553,Thomas Decker,Thomas Decker,8
n1554,Ulrich Sure,Ulrich Sure,13
n1555,Xuewei Wu,Xuewei Wu,4
n1556,Sarah Watters,Sarah Watters,2
n1557,Tobias Maetzig,Tobias Maetzig,9
n1558,Zhao Chen,Zhao Chen,14
n1559,Timothy McKinsey,Timothy McKinsey,7
n1560,W Wei,W Wei,13
n1561,Sylvie Kieffer-Jaquinod,Sylvie Kieffer-Jaquinod,20
n1562,Sriram Aiyer,Sriram Aiyer,18
n1563,V Punj,V Punj,4
n1564,Vittorio Sartorelli,Vittorio Sartorelli,4
n1565,Shannon McWeeney,Shannon McWeeney,10
n1566,Z Zou,Z Zou,7
n1567,Walter Huynh,Walter Huynh,8
n1568,Tong Lee,Tong Lee,8
n1569,X Zhao,X Zhao,9
n1570,Yvan Chanthery,Yvan Chanthery,16
n1571,Zhixiang Cheng,Zhixiang Cheng,9
n1572,Vincenzo Calvanese,Vincenzo Calvanese,14
n1573,Zichong Li,Zichong Li,9
n1574,Zhenhua Cao,Zhenhua Cao,14
n1575,Wilmott James,Wilmott James,12
n1576,Yves Leblanc,Yves Leblanc,23
n1577,Songlin Zhang,Songlin Zhang,12
n1578,T Doniger,T Doniger,8
n1579,Matthias Geyer,Matthias Geyer,3
n1580,Shaun Brothers,Shaun Brothers,13
n1581,Jude Fitzgibbon,Jude Fitzgibbon,2
n1582,Yu-Hsin Chiu,Yu-Hsin Chiu,9
n1583,Wilian Cortopassi,Wilian Cortopassi,19
n1584,William Denny,William Denny,20
n1585,Vaibhav Sahai,Vaibhav Sahai,7
n1586,Lisa Gartenmann,Lisa Gartenmann,4
n1587,Victoria Alonso,Victoria Alonso,5
n1588,Steven Smith,Steven Smith,3
n1589,V Rodríguez,V Rodríguez,12
n1590,Pablo Garcia-Gutierrez,Pablo Garcia-Gutierrez,3
n1591,Xiang-Jiao Yang,Xiang-Jiao Yang,4
n1592,Xichen Zhang,Xichen Zhang,11
n1593,Tatiana Kutateladze,Tatiana Kutateladze,7
n1594,Yifei Zhong,Yifei Zhong,7
n1595,Sheng-Hao Chao,Sheng-Hao Chao,3
n1596,Xiaole Liu,Xiaole Liu,8
n1597,Stuart Ember,Stuart Ember,7
n1598,Winfried Edelmann,Winfried Edelmann,18
n1599,Thilo Werner,Thilo Werner,11
n1600,Yiwei Lin,Yiwei Lin,18
n1601,Mao-DE Wang,Mao-DE Wang,3
n1602,Yue-Ming Li,Yue-Ming Li,3
n1603,Kathy Gelato,Kathy Gelato,3
n1604,Zhiyong Wang,Zhiyong Wang,5
n1605,Vijay Peddareddigari,Vijay Peddareddigari,10
n1606,Qing Li,Qing Li,3
n1607,Ruben Salvanés,Ruben Salvanés,10
n1608,Zainab Jagani,Zainab Jagani,7
n1609,Sylwia Wasiak,Sylwia Wasiak,14
n1610,Zhijian Duan,Zhijian Duan,11
n1611,Zhiguo Chen,Zhiguo Chen,5
n1612,Thomas Zhou,Thomas Zhou,5
n1613,Wenbo Li,Wenbo Li,7
n1614,Ulrike Klemstein,Ulrike Klemstein,3
n1615,Valentina Caputo,Valentina Caputo,24
n1616,Xiaobing Shi,Xiaobing Shi,9
n1617,Tracy Keates,Tracy Keates,14
n1618,Yuchen Bai,Yuchen Bai,22
n1619,Sonali Chaturvedi,Sonali Chaturvedi,2
n1620,Xavier Lucas,Xavier Lucas,8
n1621,Simone Tamburri,Simone Tamburri,8
n1622,Phillip Sharp,Phillip Sharp,2
n1623,Yukiko Aikawa,Yukiko Aikawa,6
n1624,Janina Görnemann,Janina Görnemann,3
n1625,T Kouzarides,T Kouzarides,32
n1626,Yue-Fang Li,Yue-Fang Li,5
n1627,Sung Wee,Sung Wee,4
n1628,Young-Ae Park,Young-Ae Park,11
n1629,Yuxiong Wang,Yuxiong Wang,9
n1630,Zeger Debyser,Zeger Debyser,11
n1631,Thomas Schneider,Thomas Schneider,11
n1632,Mark Mehler,Mark Mehler,1
n1633,Tong Shen,Tong Shen,9
n1634,Yujun Zhao,Yujun Zhao,2
n1635,Srimoyee Ghosh,Srimoyee Ghosh,5
n1636,Roberto Battistutta,Roberto Battistutta,1
n1637,Sneha Shah,Sneha Shah,6
n1638,Samira Hozeifi,Samira Hozeifi,7
n1639,Xavier Tadeo,Xavier Tadeo,6
n1640,Yann Lamotte,Yann Lamotte,13
n1641,Ronan Quéré,Ronan Quéré,11
n1642,V Velissariou,V Velissariou,8
n1643,Weijia Zhang,Weijia Zhang,14
n1644,Wendy Kellner,Wendy Kellner,5
n1645,Manuela Delvecchio,Manuela Delvecchio,4
n1646,Thomas Cappola,Thomas Cappola,14
n1647,Yuichi Morozumi,Yuichi Morozumi,4
n1648,Sangho Park,Sangho Park,3
n1649,Zhangyong Hong,Zhangyong Hong,11
n1650,Tamás Korcsmáros,Tamás Korcsmáros,5
n1651,Ryan Conrad,Ryan Conrad,2
n1652,Yu Zhao,Yu Zhao,6
n1653,Sébastien Flajollet,Sébastien Flajollet,12
n1654,Y Zhu,Y Zhu,14
n1655,Sandra Steiner,Sandra Steiner,3
n1656,Zi-Hui Zhang,Zi-Hui Zhang,31
n1657,Sverre Heim,Sverre Heim,8
n1658,Uri Mbonye,Uri Mbonye,6
n1659,Mark Dawson,Mark Dawson,2
n1660,Zhiyan Du,Zhiyan Du,15
n1661,Yuanzhong Wu,Yuanzhong Wu,20
n1662,Sarah VanVickle-Chavez,Sarah VanVickle-Chavez,4
n1663,Robert Schnepp,Robert Schnepp,1
n1664,Zhaojie Zhang,Zhaojie Zhang,7
n1665,Zhu Xhinzhou,Zhu Xhinzhou,7
n1666,Qiao Li,Qiao Li,1
n1667,Xiaocai Gao,Xiaocai Gao,2
n1668,Travis Zack,Travis Zack,20
n1669,Jude Deeney,Jude Deeney,2
n1670,Yue-Qin Li,Yue-Qin Li,5
n1671,Vincenzo Di Cerbo,Vincenzo Di Cerbo,1
n1672,Shwu-Yuan Wu,Shwu-Yuan Wu,10
n1673,T Gilbert,T Gilbert,5
n1674,Zhi-Qiang Wang,Zhi-Qiang Wang,9
n1675,Dinah Singer,Dinah Singer,1
n1676,Zhenmin Liang,Zhenmin Liang,14
n1677,S Gallagher,S Gallagher,12
n1678,Yu-hua Xue,Yu-hua Xue,3
n1679,Wei Liu,Wei Liu,7
n1680,Mandy Muller,Mandy Muller,1
n1681,Shioto Suzuki,Shioto Suzuki,6
n1682,Y-M Yeh,Y-M Yeh,8
n1683,Takashi Nakano,Takashi Nakano,4
n1684,Viviana Stufano,Viviana Stufano,9
n1685,Zhu Zhu,Zhu Zhu,24
n1686,Zhen Xiao,Zhen Xiao,20
n1687,Rafael Moura,Rafael Moura,3
n1688,Ulrike Richter,Ulrike Richter,10
n1689,Swen Hoelder,Swen Hoelder,9
n1690,Kenneth Huffman,Kenneth Huffman,1
n1691,Serah Choi,Serah Choi,1
n1692,Subhash Verma,Subhash Verma,4
n1693,Steve Flanagin,Steve Flanagin,6
n1694,Stefano Gastaldello,Stefano Gastaldello,4
n1695,Rivka Dikstein,Rivka Dikstein,1
n1696,T Ashworth,T Ashworth,12
n1697,Tatjana Stankovic,Tatjana Stankovic,16
n1698,Ujjwal Maulik,Ujjwal Maulik,5
n1699,Oleg Laptenko,Oleg Laptenko,1
n1700,Vito Fazio,Vito Fazio,16
n1701,Sarah Russell,Sarah Russell,8
n1702,Yiding Han,Yiding Han,4
