Id,Label,name,Degree
n620,Byung Rhieu,Byung Rhieu,11
n621,Darcy Franicola,Darcy Franicola,11
n622,Hebist Berhane,Hebist Berhane,11
n623,Hong Wang,Hong Wang,11
n624,Jeremiah Au,Jeremiah Au,11
n625,Joel Greenberger,Joel Greenberger,11
n626,Julie Goff,Julie Goff,11
n627,Michael Epperly,Michael Epperly,11
n628,Ronny Kalash,Ronny Kalash,11
n629,Tracy Dixon,Tracy Dixon,11
n630,Chandrima Das,Chandrima Das,7
n631,Christopher Malarkey,Christopher Malarkey,7
n632,David Jones,David Jones,7
n633,Jessica Tyler,Jessica Tyler,7
n634,Mair Churchill,Mair Churchill,7
n635,Sarita Namjoshi,Sarita Namjoshi,7
n636,Siddhartha Roy,Siddhartha Roy,7
n637,Afsaneh Goudarzi,Afsaneh Goudarzi,3
n638,Hitoshi Shiota,Hitoshi Shiota,3
n639,Belinda Jim,Belinda Jim,7
n640,Haibing Chen,Haibing Chen,7
n641,John He,John He,7
n642,Peter Chuang,Peter Chuang,7
n643,Ruijie Liu,Ruijie Liu,7
n644,Xuezhu Li,Xuezhu Li,7
n645,Jasper Yik,Jasper Yik,3
n646,Qiao Lew,Qiao Lew,3
n647,Alison O'Mahony,Alison O'Mahony,14
n648,Daniel Treiber,Daniel Treiber,14
n649,Elisabeth Lasater,Elisabeth Lasater,14
n650,Gabriel Pallares,Gabriel Pallares,14
n651,Jeremy Hunt,Jeremy Hunt,14
n652,Lisa Wodicka,Lisa Wodicka,14
n653,Neil Shah,Neil Shah,14
n654,Pietro Ciceri,Pietro Ciceri,14
n655,Dash Dhanak,Dash Dhanak,8
n656,Haitao Li,Haitao Li,39
n657,Liang Schweizer,Liang Schweizer,8
n658,Robert Copeland,Robert Copeland,8
n659,Scott Armstrong,Scott Armstrong,8
n660,Stephen Baylin,Stephen Baylin,8
n661,Susan Wee,Susan Wee,8
n662,Andreas Becker,Andreas Becker,7
n663,Ernst Schönbrunn,Ernst Schönbrunn,7
n664,Gunda Georg,Gunda Georg,7
n665,Jin-Yi Zhu,Jin-Yi Zhu,7
n666,Mathew Martin,Mathew Martin,7
n667,Norbert Berndt,Norbert Berndt,7
n668,Sanne Olesen,Sanne Olesen,7
n669,Andrea Silva,Andrea Silva,18
n670,Assen Roguev,Assen Roguev,18
n671,Brian Strahl,Brian Strahl,18
n672,Colm Ryan,Colm Ryan,18
n673,Eric Bouhassira,Eric Bouhassira,18
n674,Ernest Radovani,Ernest Radovani,18
n675,Harlizawati Jahari,Harlizawati Jahari,18
n676,Hyun-Soo Kim,Hyun-Soo Kim,18
n677,Jack Greenblatt,Jack Greenblatt,18
n678,Jeffrey Fillingham,Jeffrey Fillingham,18
n679,Jiewei Xu,Jiewei Xu,18
n680,Kevin Hardwick,Kevin Hardwick,18
n681,Michael-Christopher Keogh,Michael-Christopher Keogh,18
n682,Nevan Krogan,Nevan Krogan,25
n683,Rituparna Mukhopadhyay,Rituparna Mukhopadhyay,18
n684,Scott Rothbart,Scott Rothbart,18
n685,Thomas Kislinger,Thomas Kislinger,18
n686,Vincent Vanoosthuyse,Vincent Vanoosthuyse,18
n687,Antje Dittmann,Antje Dittmann,11
n688,Carsten Hopf,Carsten Hopf,11
n689,Chun-Wa Chung,Chun-Wa Chung,42
n690,Gerard Drewes,Gerard Drewes,11
n691,Gitte Neubauer,Gitte Neubauer,11
n692,Marcus Bantscheff,Marcus Bantscheff,11
n693,Maria Fälth Savitski,Maria Fälth Savitski,11
n694,Matthew Lindon,Matthew Lindon,11
n695,Mikhail Savitski,Mikhail Savitski,11
n696,Paola Grandi,Paola Grandi,11
n697,Rabinder Prinjha,Rabinder Prinjha,11
n698,B Evers,B Evers,18
n699,Binhua Zhou,Binhua Zhou,18
n700,Chi Wang,Chi Wang,18
n701,Elena Rusinova,Elena Rusinova,27
n702,Guangtao Zhang,Guangtao Zhang,36
n703,Haining Zhu,Haining Zhu,18
n704,Jian Shi,Jian Shi,18
n705,Jiong Deng,Jiong Deng,18
n706,Jun Yao,Jun Yao,18
n707,Junlin Li,Junlin Li,20
n708,Lei Zeng,Lei Zeng,24
n709,Min Tao,Min Tao,18
n710,Qiang Zhang,Qiang Zhang,18
n711,Tiebang Kang,Tiebang Kang,37
n712,Yadi Wu,Yadi Wu,18
n713,Yi-Xin Zeng,Yi-Xin Zeng,37
n714,Yifan Wang,Yifan Wang,18
n715,Dan-Feng Dong,Dan-Feng Dong,3
n716,Ju-Bo Wang,Ju-Bo Wang,3
n717,Ke Gao,Ke Gao,3
n718,Chelsea Paresi,Chelsea Paresi,3
n719,Gardner Creech,Gardner Creech,3
n720,Samuel Danishefsky,Samuel Danishefsky,3
n721,Daniel Gallenkamp,Daniel Gallenkamp,3
n722,Hilmar Weinmann,Hilmar Weinmann,3
n723,Andrea Johnstone,Andrea Johnstone,11
n724,Bryce Allen,Bryce Allen,11
n725,Chiara Pastori,Chiara Pastori,11
n726,Clara Penas,Clara Penas,11
n727,Claude-Henry Volmar,Claude-Henry Volmar,11
n728,Jann Sarkaria,Jann Sarkaria,11
n729,Mark Daniel,Mark Daniel,11
n730,Nagi Ayad,Nagi Ayad,11
n731,Regina Graham,Regina Graham,11
n732,Ricardo Komotar,Ricardo Komotar,11
n733,Baiqun Zhang,Baiqun Zhang,5
n734,Ping Hu,Ping Hu,5
n735,Qiang Wang,Qiang Wang,5
n736,Shuai Zhang,Shuai Zhang,5
n737,Xinghui Wang,Xinghui Wang,5
n738,Angelina Measures,Angelina Measures,3
n739,Brian Wilson,Brian Wilson,3
n740,Laura Jennings,Laura Jennings,3
n741,Anja Roden,Anja Roden,10
n742,Brian Costello,Brian Costello,10
n743,Craig Nerby,Craig Nerby,10
n744,Geoffrey Shapiro,Geoffrey Shapiro,10
n745,John Hilton,John Hilton,10
n746,Julian Molina,Julian Molina,10
n747,Randolph Marks,Randolph Marks,10
n748,Roxana Dronca,Roxana Dronca,10
n749,Sameer Parikh,Sameer Parikh,10
n750,Jason Diaz,Jason Diaz,3
n751,Jing Li,Jing Li,3
n752,Agustin Fernandez,Agustin Fernandez,10
n753,Beatriz Suarez-Alvarez,Beatriz Suarez-Alvarez,10
n754,Carlos Lopez-Larrea,Carlos Lopez-Larrea,10
n755,Clara Bueno,Clara Bueno,10
n756,Covadonga Huidobro,Covadonga Huidobro,10
n757,Estela Toraño,Estela Toraño,10
n758,Jose Garcia-Perez,Jose Garcia-Perez,10
n759,Mario Fraga,Mario Fraga,10
n760,Pablo Menendez,Pablo Menendez,10
n761,Ramon Rodriguez,Ramon Rodriguez,10
n762,Boris Wilson,Boris Wilson,7
n763,Charles Roberts,Charles Roberts,7
n764,Francisca Vazquez,Francisca Vazquez,7
n765,Katherine Helming,Katherine Helming,7
n766,William Hahn,William Hahn,30
n767,Xiaofeng Wang,Xiaofeng Wang,7
n768,Youngha Kim,Youngha Kim,7
n769,Adam Stein,Adam Stein,14
n770,Andre White,Andre White,14
n771,Emily Gesner,Emily Gesner,14
n772,Eric Campeau,Eric Campeau,14
n773,Eric Fontano,Eric Fontano,14
n774,Gregory Wagner,Gregory Wagner,14
n775,Henrik Hansen,Henrik Hansen,14
n776,Kevin McLure,Kevin McLure,14
n777,Laura Tsujikawa,Laura Tsujikawa,14
n778,Norman Wong,Norman Wong,14
n779,Olesya Kharenko,Olesya Kharenko,14
n780,Peter Young,Peter Young,14
n781,Robert Suto,Robert Suto,14
n782,Sarah Attwell,Sarah Attwell,14
n783,Alex Sokolov,Alex Sokolov,7
n784,Christopher Chen,Christopher Chen,7
n785,Hong-Wu Chen,Hong-Wu Chen,11
n786,Jian Li,Jian Li,22
n787,Jianzhen Xu,Jianzhen Xu,7
n788,June Zou,June Zou,11
n789,Junjian Wang,Junjian Wang,7
n790,Amish Patel,Amish Patel,5
n791,Chiachi Liu,Chiachi Liu,5
n792,Chung-Ping Liao,Chung-Ping Liao,5
n793,Lu Le,Lu Le,5
n794,Yong Wang,Yong Wang,5
n795,Huasong Lu,Huasong Lu,7
n796,Jeffrey Johnson,Jeffrey Johnson,7
n797,Tom Alber,Tom Alber,7
n798,Ursula Schulze-Gahmen,Ursula Schulze-Gahmen,7
n799,Yuhua Xue,Yuhua Xue,7
n800,Alexander Plotnikov,Alexander Plotnikov,12
n801,Antonio Frasca,Antonio Frasca,5
n802,Shuai Yang,Shuai Yang,5
n803,Aneel Aggarwal,Aneel Aggarwal,7
n804,Jie Zhang,Jie Zhang,7
n805,Kaki Wong,Kaki Wong,7
n806,Kenny Ohgi,Kenny Ohgi,7
n807,Michael Rosenfeld,Michael Rosenfeld,7
n808,Qi Ma,Qi Ma,7
n809,Wen Liu,Wen Liu,7
n810,Fiona Gee,Fiona Gee,11
n811,Gino Poulin,Gino Poulin,11
n812,Kate Fisher,Kate Fisher,11
n813,Amin Rahemtulla,Amin Rahemtulla,24
n814,Anastasios Karadimitris,Anastasios Karadimitris,24
n815,Andrea Haynes,Andrea Haynes,42
n816,Anna Bassil,Anna Bassil,24
n817,Antonia Rotolo,Antonia Rotolo,24
n818,Aristeidis Chaidos,Aristeidis Chaidos,24
n819,BaoChau Le,BaoChau Le,42
n820,Binbin Liu,Binbin Liu,24
n821,David Tough,David Tough,24
n822,Ilaria Marigo,Ilaria Marigo,24
n823,Irene Roberts,Irene Roberts,24
n824,Jason Witherington,Jason Witherington,52
n825,Katerina Gouvedenou,Katerina Gouvedenou,24
n826,Leanne Cutler,Leanne Cutler,42
n827,Maurits Kleijnen,Maurits Kleijnen,24
n828,Mohammed Chaudhry,Mohammed Chaudhry,24
n829,Niam Al-Mahdi,Niam Al-Mahdi,24
n830,Nicholas Smithers,Nicholas Smithers,61
n831,Nicola Harker,Nicola Harker,24
n832,Nigel Parr,Nigel Parr,55
n833,Olena Barbash,Olena Barbash,42
n834,Rab Prinjha,Rab Prinjha,74
n835,Trevor Chapman,Trevor Chapman,24
n836,Amanda Poplawski,Amanda Poplawski,9
n837,Danni Peng,Danni Peng,9
n838,John Markley,John Markley,12
n839,Kaifeng Hu,Kaifeng Hu,12
n840,Samuel Carlson,Samuel Carlson,9
n841,Senthil Natesan,Senthil Natesan,9
n842,Stefan Balaz,Stefan Balaz,9
n843,Woonghee Lee,Woonghee Lee,12
n844,Brian Marsden,Brian Marsden,14
n845,Chris Wells,Chris Wells,14
n846,Hannah Lingard,Hannah Lingard,19
n847,Ildiko Felletar,Ildiko Felletar,26
n848,Alessio Ciulli,Alessio Ciulli,10
n849,Apirat Chaikuad,Apirat Chaikuad,10
n850,Chris Abell,Chris Abell,10
n851,Fleur Ferguson,Fleur Ferguson,10
n852,Frank von Delft,Frank von Delft,10
n853,Joao Muniz,Joao Muniz,10
n854,Anastasia Wyce,Anastasia Wyce,22
n855,Caretha Creasy,Caretha Creasy,10
n856,Charles McHugh,Charles McHugh,22
n857,Ming-Chih Crouthame,Ming-Chih Crouthame,10
n858,Robert Vessella,Robert Vessella,10
n859,Susan Korenchuk,Susan Korenchuk,22
n860,Yan Degenhardt,Yan Degenhardt,10
n861,Feng Xue,Feng Xue,10
n862,Jan Kammenga,Jan Kammenga,10
n863,L Snoek,L Snoek,10
n864,Miriam Rodriguez,Miriam Rodriguez,10
n865,Siyao Wang,Siyao Wang,10
n866,A Rao,A Rao,2
n867,Kriton Kalantidis,Kriton Kalantidis,2
n868,Daniel Wohlwend,Daniel Wohlwend,8
n869,Karin Schmidtkunz,Karin Schmidtkunz,8
n870,Manfred Jung,Manfred Jung,8
n871,Martin Hügle,Martin Hügle,8
n872,Oliver Einsle,Oliver Einsle,8
n873,Roland Schüle,Roland Schüle,8
n874,Stefan Gerhardt,Stefan Gerhardt,8
n875,Stefan Günther,Stefan Günther,8
n876,Andrea Berardi,Andrea Berardi,8
n877,Angela Bachi,Angela Bachi,8
n878,Chiara Zucchelli,Chiara Zucchelli,8
n879,Eleonora Palagano,Eleonora Palagano,8
n880,Giacomo Quilici,Giacomo Quilici,8
n881,Giovanna Musco,Giovanna Musco,8
n882,Mario Saare,Mario Saare,8
n883,Pärt Peterson,Pärt Peterson,8
n884,Christopher Burns,Christopher Burns,2
n885,Jean-Marc Garnier,Jean-Marc Garnier,2
n886,Haruhiko Koseki,Haruhiko Koseki,6
n887,Haruko Shima,Haruko Shima,6
n888,Hiroyuki Shimada,Hiroyuki Shimada,6
n889,Issay Kitabayashi,Issay Kitabayashi,6
n890,Kazutsune Yamagata,Kazutsune Yamagata,6
n891,Mika Shino,Mika Shino,6
n892,Beatriz Diez-Dacal,Beatriz Diez-Dacal,14
n893,Chas Bountra,Chas Bountra,14
n894,Deborah Brotherton,Deborah Brotherton,14
n895,Pavel Savitsky,Pavel Savitsky,14
n896,Argenta Price,Argenta Price,3
n897,Christine Guthrie,Christine Guthrie,3
n898,David Brow,David Brow,3
n899,A Dittmann,A Dittmann,22
n900,B Huntly,B Huntly,32
n901,C Fong,C Fong,22
n902,C Grove,C Grove,22
n903,D Lugo,D Lugo,22
n904,E Cannizzaro,E Cannizzaro,32
n905,E Gudgin,E Gudgin,22
n906,E Meduri,E Meduri,22
n907,G Drewes,G Drewes,22
n908,G Giotopoulos,G Giotopoulos,22
n909,G Vassiliou,G Vassiliou,22
n910,H Osaki,H Osaki,22
n911,J Craig,J Craig,22
n912,K Lee,K Lee,22
n913,L Bullinger,L Bullinger,22
n914,M Dawson,M Dawson,32
n915,M Wiese,M Wiese,32
n916,P Jeffrey,P Jeffrey,22
n917,R Prinjha,R Prinjha,44
n918,S Horton,S Horton,22
n919,S Putwain,S Putwain,22
n920,S Robson,S Robson,32
n921,Jiahuai Han,Jiahuai Han,5
n922,Wei Xiao,Wei Xiao,5
n923,Xin Liu,Xin Liu,5
n924,Xu-Dong Wang,Xu-Dong Wang,5
n925,Yingqiu Li,Yingqiu Li,5
n926,Jae Kim,Jae Kim,4
n927,Kyoung Kim,Kyoung Kim,4
n928,Min-Yi Park,Min-Yi Park,4
n929,Seung Lee,Seung Lee,4
n930,Byoung-Gie Kim,Byoung-Gie Kim,11
n931,Chel Choi,Chel Choi,11
n932,Duk-Soo Bae,Duk-Soo Bae,11
n933,Hye-Kyung Jeon,Hye-Kyung Jeon,11
n934,Hye-Sun Kim,Hye-Sun Kim,11
n935,Jeong-Won Lee,Jeong-Won Lee,11
n936,Ji Ryu,Ji Ryu,11
n937,Jung-Joo Choi,Jung-Joo Choi,11
n938,Tae-Joong Kim,Tae-Joong Kim,11
n939,Yoo-Young Lee,Yoo-Young Lee,11
n940,Young Cho,Young Cho,11
n941,Fangnian Wang,Fangnian Wang,11
n942,Jingyu Wang,Jingyu Wang,9
n943,Kun Zang,Kun Zang,9
n944,Miaofang Dong,Miaofang Dong,9
n945,Min Yu,Min Yu,9
n946,Ruixin Sun,Ruixin Sun,9
n947,Xiaoxia Liu,Xiaoxia Liu,9
n948,Yimin Li,Yimin Li,9
n949,Yinong Huang,Yinong Huang,9
n950,Bart Landuyt,Bart Landuyt,11
n951,Christine de Kogel,Christine de Kogel,11
n952,Jan De Rijck,Jan De Rijck,11
n953,Jonas Demeulemeester,Jonas Demeulemeester,11
n954,Katrien Busschots,Katrien Busschots,11
n955,Rik Gijsbers,Rik Gijsbers,11
n956,Sara El Ashkar,Sara El Ashkar,11
n957,Sofie Vets,Sofie Vets,11
n958,Steven Husson,Steven Husson,11
n959,Bruno Correia,Bruno Correia,11
n960,Chantal Beauchemin,Chantal Beauchemin,11
n961,Colin McVey,Colin McVey,11
n962,J Simas,J Simas,11
n963,Kenneth Kaye,Kenneth Kaye,11
n964,Lénia Rodrigues,Lénia Rodrigues,11
n965,Maria Carrondo,Maria Carrondo,11
n966,Marta Pires de Miranda,Marta Pires de Miranda,11
n967,Rajesh Ponnusamy,Rajesh Ponnusamy,11
n968,Shijun Li,Shijun Li,11
n969,Sofia Cerqueira,Sofia Cerqueira,11
n970,Irfan Qureshi,Irfan Qureshi,1
n971,Jennifer Joshua,Jennifer Joshua,9
n972,Keita Morohashi,Keita Morohashi,9
n973,Michael Ohlmeyer,Michael Ohlmeyer,21
n974,Shiraz Mujtaba,Shiraz Mujtaba,9
n975,Chao-Yie Yang,Chao-Yie Yang,2
n976,Andres Salmeron,Andres Salmeron,5
n977,Deanna Mele,Deanna Mele,5
n978,Hon-Ren Huang,Hon-Ren Huang,5
n979,Jose Lora,Jose Lora,5
n980,Graziano Lolli,Graziano Lolli,1
n981,Arash Bahrami,Arash Bahrami,6
n982,Elizabeth Neuhardt,Elizabeth Neuhardt,6
n983,Marco Tonelli,Marco Tonelli,6
n984,Adam Volanakis,Adam Volanakis,6
n985,Cornelia Kilchert,Cornelia Kilchert,6
n986,Lidia Vasiljeva,Lidia Vasiljeva,6
n987,Monica Passoni,Monica Passoni,6
n988,Ralph Hector,Ralph Hector,6
n989,Sander Granneman,Sander Granneman,6
n990,Chao Lu,Chao Lu,9
n991,Craig Thompson,Craig Thompson,9
n992,John Morris,John Morris,9
n993,Justin Cross,Justin Cross,9
n994,Patrick Ward,Patrick Ward,9
n995,David Staněk,David Staněk,7
n996,Eva Dušková,Eva Dušková,7
n997,Eva Stejskalová,Eva Stejskalová,7
n998,Ina Poser,Ina Poser,7
n999,Jana Humpolíčková,Jana Humpolíčková,7
n1000,Jarmila Hnilicová,Jarmila Hnilicová,7
n1001,Martin Hof,Martin Hof,7
n1002,Haitong Hou,Haitong Hou,6
n1003,James Thompson,James Thompson,6
n1004,Jiyong Wang,Jiyong Wang,6
n1005,John Yates,John Yates,6
n1006,Patricia Tu,Patricia Tu,6
n1007,Songtao Jia,Songtao Jia,6
n1008,Anne Bouillot,Anne Bouillot,13
n1009,Antonia Lewis,Antonia Lewis,33
n1010,Delphine Delannée,Delphine Delannée,13
n1011,Edwige Nicodeme,Edwige Nicodeme,13
n1012,Françoise Gellibert,Françoise Gellibert,13
n1013,Gael Krysa,Gael Krysa,13
n1014,Lionel Trottet,Lionel Trottet,13
n1015,Olivier Mirguet,Olivier Mirguet,33
n1016,Pascal Huet,Pascal Huet,13
n1017,Paul Bamborough,Paul Bamborough,33
n1018,Yann Dudit,Yann Dudit,13
n1019,Anne Largeot,Anne Largeot,11
n1020,Brice Lagrange,Brice Lagrange,11
n1021,Géraldine Lucchi,Géraldine Lucchi,11
n1022,Jean Berthelet,Jean Berthelet,11
n1023,Jean-Noël Bastie,Jean-Noël Bastie,11
n1024,Jérôme Paggetti,Jérôme Paggetti,11
n1025,Julien Broséus,Julien Broséus,11
n1026,Laurent Delva,Laurent Delva,11
n1027,Patrick Ducoroy,Patrick Ducoroy,11
n1028,Romain Aucagne,Romain Aucagne,11
n1029,Romain Martin,Romain Martin,11
n1030,A Alexandrou,A Alexandrou,8
n1031,A Konstantinidou,A Konstantinidou,8
n1032,C Sismani,C Sismani,8
n1033,J Donoghue,J Donoghue,8
n1034,M Karkaletsi,M Karkaletsi,8
n1035,P Livanos,P Livanos,8
n1036,P Patsalis,P Patsalis,8
n1037,S Christopoulou,S Christopoulou,8
n1038,Avital Gaziel-Sovran,Avital Gaziel-Sovran,14
n1039,Bárbara Fontanals-Cirera,Bárbara Fontanals-Cirera,14
n1040,Doug Hanniford,Doug Hanniford,14
n1041,Eva Hernando,Eva Hernando,14
n1042,Farbod Darvishian,Farbod Darvishian,14
n1043,Iman Osman,Iman Osman,14
n1044,Luz Jubierre,Luz Jubierre,14
n1045,María Guijarro,María Guijarro,14
n1046,Marta Morante,Marta Morante,14
n1047,Miguel Segura,Miguel Segura,14
n1048,Pilar González-Gomez,Pilar González-Gomez,14
n1049,Edward Ramos,Edward Ramos,5
n1050,Kevin Van Bortle,Kevin Van Bortle,5
n1051,Li Li,Li Li,5
n1052,Naomi Takenaka,Naomi Takenaka,5
n1053,Victor Corces,Victor Corces,5
n1054,Carmen Aguilar-Gurrieri,Carmen Aguilar-Gurrieri,4
n1055,Daniel Panne,Daniel Panne,4
n1056,Esther Ortega,Esther Ortega,4
n1057,Jonathan Gaucher,Jonathan Gaucher,4
n1058,A Bannister,A Bannister,16
n1059,A Godfrey,A Godfrey,16
n1060,A Green,A Green,16
n1061,B Gottgens,B Gottgens,16
n1062,B Wyspiańska,B Wyspiańska,16
n1063,F Calero-Nieto,F Calero-Nieto,16
n1064,I Barbieri,I Barbieri,16
n1065,I Rioja,I Rioja,16
n1066,J Li,J Li,16
n1067,J Nangalia,J Nangalia,16
n1068,Keisuke Nimura,Keisuke Nimura,7
n1069,Kiyoe Ura,Kiyoe Ura,7
n1070,Tomohiko Kanno,Tomohiko Kanno,7
n1071,Jace Bullard,Jace Bullard,14
n1072,Jonathan Brown,Jonathan Brown,14
n1073,Jorge Plutzky,Jorge Plutzky,14
n1074,Kareem Alazem,Kareem Alazem,14
n1075,Kenneth Margulies,Kenneth Margulies,14
n1076,M Alaiti,M Alaiti,14
n1077,Pedro Artero,Pedro Artero,14
n1078,Priti Anand,Priti Anand,14
n1079,Rongli Zhang,Rongli Zhang,14
n1080,Saptarsi Haldar,Saptarsi Haldar,14
n1081,Fayçal Boussouar,Fayçal Boussouar,4
n1082,Mahya Jamshidikia,Mahya Jamshidikia,4
n1083,H Dyson,H Dyson,3
n1084,Maria Martinez-Yamout,Maria Martinez-Yamout,3
n1085,Peter Wright,Peter Wright,3
n1086,Chengye Feng,Chengye Feng,11
n1087,Danyao Du,Danyao Du,11
n1088,Huabin Liang,Huabin Liang,11
n1089,Jun Zhou,Jun Zhou,11
n1090,Lei Sun,Lei Sun,11
n1091,Lihong Huo,Lihong Huo,11
n1092,Linlin Zhang,Linlin Zhang,11
n1093,Min Liu,Min Liu,11
n1094,Minghao He,Minghao He,11
n1095,Xincheng Wang,Xincheng Wang,11
n1096,Xutian Jing,Xutian Jing,11
n1097,Dániel Veres,Dániel Veres,5
n1098,Dávid Gyurkó,Dávid Gyurkó,5
n1099,Dezső Módos,Dezső Módos,5
n1100,Katalin Lenti,Katalin Lenti,5
n1101,Peter Csermely,Peter Csermely,5
n1102,Deyan Zhu,Deyan Zhu,6
n1103,Ning Zhu,Ning Zhu,6
n1104,Qingping Yi,Qingping Yi,6
n1105,Xuemin Wang,Xuemin Wang,6
n1106,Yan Lai,Yan Lai,6
n1107,Yongfeng Hu,Yongfeng Hu,6
n1108,Al Issulahi,Al Issulahi,12
n1109,Aymeric Leray,Aymeric Leray,12
n1110,Bart Staels,Bart Staels,12
n1111,Céline Schulz,Céline Schulz,12
n1112,Christophe Rachez,Christophe Rachez,12
n1113,Gilles Salbert,Gilles Salbert,12
n1114,Laurent Héliot,Laurent Héliot,12
n1115,Maheul Ploton,Maheul Ploton,12
n1116,Michal Pawlak,Michal Pawlak,12
n1117,Philippe Lefebvre,Philippe Lefebvre,12
n1118,Raphaël Métivier,Raphaël Métivier,12
n1119,Rozenn Gallais,Rozenn Gallais,12
n1120,A Stewart,A Stewart,14
n1121,C Xin,C Xin,14
n1122,D McCauley,D McCauley,14
n1123,E Braggio,E Braggio,14
n1124,J Egan,J Egan,14
n1125,J Schmidt,J Schmidt,14
n1126,K Kortuem,K Kortuem,14
n1127,M Chesi,M Chesi,14
n1128,M Kauffman,M Kauffman,14
n1129,R Tiedemann,R Tiedemann,14
n1130,S Palmer,S Palmer,14
n1131,S Shacham,S Shacham,14
n1132,V Garbitt,V Garbitt,14
n1133,Amanda Del Rosario,Amanda Del Rosario,23
n1134,Amanda Maffa,Amanda Maffa,23
n1135,Anna Fydrych,Anna Fydrych,23
n1136,Anne Carpenter,Anne Carpenter,23
n1137,Benjamin Greenberger,Benjamin Greenberger,23
n1138,Bryan Bryson,Bryan Bryson,23
n1139,Clark Chen,Clark Chen,23
n1140,David Sabatini,David Sabatini,23
n1141,Emily Blake,Emily Blake,23
n1142,Forest White,Forest White,23
n1143,Fred Lam,Fred Lam,23
n1144,Grace Chen,Grace Chen,23
n1145,Ian Cannell,Ian Cannell,23
n1146,Jonathan Rameseder,Jonathan Rameseder,23
n1147,Michael Lee,Michael Lee,23
n1148,Michael Pacold,Michael Pacold,23
n1149,Michael Yaffe,Michael Yaffe,23
n1150,Qiuying Huang,Qiuying Huang,23
n1151,Richard Ho,Richard Ho,23
n1152,Scott Clarke,Scott Clarke,23
n1153,Scott Floyd,Scott Floyd,23
n1154,Andrea Magno,Andrea Magno,3
n1155,Danzhi Huang,Danzhi Huang,3
n1156,Alfred Goldberg,Alfred Goldberg,31
n1157,Bo-Yu Du,Bo-Yu Du,31
n1158,Cheng Cao,Cheng Cao,31
n1159,Cui Liu,Cui Liu,31
n1160,Dan-Yang Ji,Dan-Yang Ji,31
n1161,Dong Yang,Dong Yang,31
n1162,Fuminori Tsuruta,Fuminori Tsuruta,31
n1163,Guang-Fei Wang,Guang-Fei Wang,31
n1164,Guo-Hong Li,Guo-Hong Li,31
n1165,Hai-Tao Huang,Hai-Tao Huang,31
n1166,Hwangho Cha,Hwangho Cha,31
n1167,Kousuke Haratake,Kousuke Haratake,31
n1168,Lian-Bin Chen,Lian-Bin Chen,31
n1169,Linfang Wang,Linfang Wang,31
n1170,Min-Xian Qian,Min-Xian Qian,31
n1171,Qian-Qian Zhu,Qian-Qian Zhu,31
n1172,Shan Liu,Shan Liu,31
n1173,Shiying Miao,Shiying Miao,31
n1174,Takuo Komatsu,Takuo Komatsu,31
n1175,Tomoki Chiba,Tomoki Chiba,31
n1176,Wei Li,Wei Li,31
n1177,Wei Song,Wei Song,31
n1178,Xiao-Bo Qiu,Xiao-Bo Qiu,31
n1179,Xiao-Xu Zhang,Xiao-Xu Zhang,31
n1180,Ya-Nan Liang,Ya-Nan Liang,31
n1181,Yadong Yu,Yadong Yu,31
n1182,Yan Shen,Yan Shen,31
n1183,Ye Pang,Ye Pang,31
n1184,Yifan Cheng,Yifan Cheng,31
n1185,Yonggong Zhai,Yonggong Zhai,31
n1186,Anne Tierens,Anne Tierens,8
n1187,Bernward Zeller,Bernward Zeller,8
n1188,Francesca Micci,Francesca Micci,8
n1189,Gitte Kerndrup,Gitte Kerndrup,8
n1190,Ioannis Panagopoulos,Ioannis Panagopoulos,8
n1191,Jim Thorsen,Jim Thorsen,8
n1192,Jochen Buechner,Jochen Buechner,8
n1193,Lisbeth Haugom,Lisbeth Haugom,8
n1194,Curtis Dobrowolski,Curtis Dobrowolski,6
n1195,Giridharan Gokulrangan,Giridharan Gokulrangan,6
n1196,Jonathan Karn,Jonathan Karn,6
n1197,Manish Datt,Manish Datt,6
n1198,Mark Chance,Mark Chance,6
n1199,Maxwell Cooper,Maxwell Cooper,6
n1200,Antonella Casola,Antonella Casola,8
n1201,Bing Tian,Bing Tian,8
n1202,Michael Teng,Michael Teng,8
n1203,Mridul Kalita,Mridul Kalita,8
n1204,Roberto Garofalo,Roberto Garofalo,8
n1205,Slobodan Paessler,Slobodan Paessler,8
n1206,Ester Cannizzaro,Ester Cannizzaro,2
n1207,Isaia Barbieri,Isaia Barbieri,2
n1208,Bing Xiong,Bing Xiong,15
n1209,Chunyan Xu,Chunyan Xu,15
n1210,Danyan Cao,Danyan Cao,15
n1211,Jianhua He,Jianhua He,15
n1212,Jingkang Shen,Jingkang Shen,15
n1213,Lele Zhao,Lele Zhao,15
n1214,Naixia Zhang,Naixia Zhang,15
n1215,Tiantian Chen,Tiantian Chen,15
n1216,Wuyan Chen,Wuyan Chen,15
n1217,Xin Wang,Xin Wang,39
n1218,Yanlian Li,Yanlian Li,15
n1219,Yechun Xu,Yechun Xu,15
n1220,Yingqing Wang,Yingqing Wang,15
n1221,Zehong Miao,Zehong Miao,15
n1222,Alison Ritchie,Alison Ritchie,16
n1223,Andrew Gill,Andrew Gill,16
n1224,Angela Russell,Angela Russell,16
n1225,David Hewings,David Hewings,16
n1226,David Sheppard,David Sheppard,16
n1227,Ester Hammond,Ester Hammond,16
n1228,Katherine Freeman,Katherine Freeman,16
